# P	count	tag	form
1.00	12	ADJ	Государственного
1.00	18	NOUN	музея
1.00	3	NOUN	заповедника
1.00	8	ADJ	Московский
1.00	32	PROPN	Кремль
1.00	4	ADJ	Исторического
1.00	3	PROPN	Музея
1.00	1	ADJ	изобразительных
1.00	6	NOUN	искусств
1.00	2	ADJ	Третьяковской
1.00	4	NOUN	галереи
1.00	6	NOUN	этапах
1.00	3	NOUN	памятниками
1.00	52	VERB	отказаться
1.00	2	ADJ	ремесленных
1.00	30	NOUN	методов
1.00	69	NOUN	пользу
1.00	1	ADJ	научно-технических
1.00	48	NOUN	доступ
1.00	1	ADJ	сложнейшему
1.00	1	NOUN	оборудованию
1.00	16	ADJ	современным
1.00	2	NOUN	методикам
1.00	50	VERB	начиная
1.00	1	NOUN	фотофиксации
1.00	1	NOUN	микрофотографии
1.00	18	ADJ	физических
1.00	30	ADJ	химических
1.00	137	NOUN	исследований
1.00	15	ADJ	различной
1.00	38	NOUN	сложности
1.00	2	ADJ	термический
1.00	1	NOUN	микрохимия
1.00	1	NOUN	гистохимия
1.00	5	ADJ	масляной
1.00	5	NOUN	живописи
1.00	3	ADJ	техническая
1.00	25	NOUN	сторона
1.00	1	VERB	усовершенствована
1.00	14	VERB	выявить
1.00	2	ADJ	первоначальный
1.00	7	NOUN	рисунок
1.00	1	ADJ	красочным
1.00	3	NOUN	авторство
1.00	6	VERB	восстанавливать
1.00	23	ADJ	старые
1.00	1	NOUN	подрамники
1.00	1	ADJ	вакуумный
1.00	108	VERB	дает
1.00	1	NOUN	доливки
1.00	1	NOUN	прессовки
1.00	3	ADJ	бумажной
1.00	2	VERB	восстанавливают
1.00	29	NOUN	карты
1.00	1	NOUN	литографии
1.00	76	NOUN	книги
1.00	2	VERB	реставрировать
1.00	2	ADJ	Московским
1.00	16	VERB	попадают
1.00	1	ADJ	петергофскими
1.00	117	VERB	приходится
1.00	66	VERB	искать
1.00	63	ADV	абсолютно
1.00	11	NOUN	приемы
1.00	1	VERB	превращающиеся
1.00	4	ADJ	методические
1.00	2	VERB	завершили
1.00	7	ADJ	уникальных
1.00	19	ADV	Впервые
1.00	3	ADV	комплексно
1.00	1	VERB	исследована
1.00	1	VERB	реставрирована
1.00	1	NOUN	икона
1.00	16	NUM	XVII
1.00	1	VERB	выполненная
1.00	15	NOUN	технике
1.00	1	ADJ	многоцветной
1.00	2	NOUN	аппликации
1.00	1	ADJ	массивной
1.00	3	ADJ	деревянной
1.00	28	NOUN	доске
1.00	5	NOUN	клея
1.00	1	NOUN	лоскутов
1.00	16	VERB	сделан
1.00	7	NOUN	патриарха
1.00	2	PROPN	Никона
1.00	14	DET	Таких
1.00	113	VERB	существует
1.00	5	NOUN	документам
1.00	11	VERB	проходила
1.00	1	ADJ	тафтяная
1.00	81	NOUN	результаты
1.00	6	NOUN	микроскопа
1.00	60	VERB	показали
1.00	8	NOUN	ткань
1.00	2	NOUN	иконы
1.00	1	NOUN	атлас
1.00	1	NOUN	парча
1.00	2	VERB	окрашенные
1.00	1	ADJ	Уникальным
1.00	1	ADJ	эластичного
1.00	1	ADJ	ярко-желтого
1.00	1	NOUN	жуки
1.00	1	ADJ	Элементарный
1.00	9	PROPN	Институте
1.00	13	ADJ	физической
1.00	3	VERB	выявил
1.00	11	NOUN	алюминия
1.00	45	VERB	связаны
1.00	4	ADJ	удивительные
1.00	3	NOUN	Восстановление
1.00	7	NOUN	раскрытия
1.00	3	NOUN	секрета
1.00	17	NOUN	реальностью
0.88	21	ADJ	Второе
0.12	3	NOUN	Второе
1.00	15	ADJ	недавних
1.00	13	NOUN	открытий
1.00	1	PROPN	ГИМ
1.00	1	VERB	найденными
1.00	5	NOUN	археологами
1.00	12	ADP	близ
1.00	6	PROPN	Астрахани
1.00	1	ADJ	нарядными
1.00	1	NOUN	одеждами
1.00	1	ADJ	знатной
1.00	1	ADJ	золотоордынской
1.00	1	NOUN	ханум
1.00	16	NUM	XIII
1.00	2	NOUN	обрывки
1.00	16	NOUN	тканей
1.00	18	ADJ	настоящей
1.00	3	NOUN	сенсацией
1.00	1	ADJ	Химико
1.00	8	ADJ	металлические
1.00	2	NOUN	нити
1.00	2	VERB	формировали
1.00	1	NOUN	парчи
1.00	1	ADJ	органическую
1.00	1	NOUN	Нити
1.00	1	NOUN	кишкой
0.85	11	NOUN	животного
0.15	2	ADJ	животного
1.00	1	ADJ	сусальным
0.80	4	NOUN	золотом
0.20	1	ADJ	золотом
1.00	19	DET	всякого
1.00	10	ADV	Никогда
1.00	7	NOUN	материалами
1.00	9	VERB	сталкивались
1.00	16	NOUN	версия
1.00	4	ADJ	средневековые
1.00	3	NOUN	умельцы
1.00	4	VERB	помещали
1.00	13	ADJ	золотые
1.00	11	NOUN	листы
1.00	5	NOUN	слоями
1.00	1	NOUN	кишок
1.00	2	VERB	приковывали
1.00	13	ADJ	специальными
1.00	1	NOUN	молоточками
1.00	1	NOUN	Слизь
1.00	1	ADJ	эпителиальных
1.00	28	NOUN	клеток
1.00	6	VERB	позволяла
1.00	1	ADV	диффузно
1.00	1	VERB	спаиваться
1.00	4	VERB	делало
1.00	3	NOUN	нить
1.00	4	ADV	необычайно
1.00	1	ADJ	крепкой
1.00	1	NOUN	Толщина
1.00	4	NOUN	ниток
1.00	2	NUM	0,3
1.00	1	VERB	украсят
1.00	3	NOUN	экспозицию
1.00	1	ADV	нескоро
1.00	14	ADJ	невозможен
1.00	24	NOUN	отсутствия
1.00	25	NOUN	помещения
1.00	4	ADJ	уникальным
1.00	2	NOUN	комплексом
1.00	4	VERB	Требуется
1.00	2	NOUN	консерватор
1.00	4	DET	Любые
1.00	9	NOUN	спасения
1.00	28	NOUN	эксперименты
1.00	11	ADJ	высшую
1.00	29	NOUN	степень
1.00	1	NOUN	Ошибка
1.00	1	NOUN	реставратора
1.00	2	NOUN	сапера
1.00	5	ADJ	чревата
1.00	14	NOUN	смертью
0.97	99	ADV	Правда
0.03	3	NOUN	Правда
1.00	7	NOUN	памятника
1.00	6	VERB	отрицает
1.00	42	NOUN	риск
1.00	30	ADV	навсегда
1.00	6	VERB	потерять
1.00	1	ADJ	колоссален
1.00	78	ADJ	иной
1.00	21	NOUN	объект
1.00	71	PROPN	Франции
1.00	88	ADJ	главный
1.00	2	PROPN	Лувра
1.00	5	VERB	назначается
1.00	24	NOUN	правительством
1.00	20	VERB	несет
1.00	79	NOUN	состояние
1.00	4	ADJ	музейных
1.00	29	NOUN	предметов
1.00	33	VERB	отвечает
0.62	16	PROPN	Министерство
0.38	10	NOUN	Министерство
1.00	118	NOUN	культуры
1.00	7	VERB	Существующая
1.00	14	ADJ	государственная
1.00	14	PROPN	Алексея
1.00	1	PROPN	Владимирова
1.00	23	NOUN	сохранения
1.00	2	NOUN	Заявки
1.00	2	ADJ	реставрационных
1.00	194	NOUN	истории
1.00	4	ADJ	положительной
1.00	2	NOUN	визы
1.00	3	NOUN	Отношение
1.00	273	NOUN	государства
1.00	4	ADJ	культурному
1.00	4	NOUN	наследию
1.00	2	VERB	шутит
1.00	11	NOUN	деталь
1.00	10	NOUN	иерархии
1.00	6	NOUN	должностей
1.00	1	NOUN	грузчиком
1.00	1	NOUN	смотрителем
1.00	4	NOUN	залов
1.00	45	ADJ	международных
1.00	58	NOUN	экспертов
1.00	79	ADJ	российские
1.00	1	ADJ	бесспорные
1.00	32	NOUN	лидеры
1.00	1	ADJ	декоративно-прикладного
1.00	5	ADJ	опытные
1.00	43	NOUN	дефицит
1.00	9	PROPN	Петербурге
0.65	17	PROPN	Институт
0.35	9	NOUN	Институт
1.00	1	PROPN	Репина
1.00	13	VERB	готовит
1.00	115	NOUN	силы
1.00	22	NOUN	музей
1.00	17	VERB	попадает
1.00	15	ADJ	Остальные
1.00	23	NOUN	выпускники
1.00	1	VERB	растворяются
1.00	13	PROPN	Финляндии
1.00	11	PROPN	Швеции
1.00	8	VERB	ездят
1.00	1	ADJ	вахтенным
1.00	18	NOUN	методом
1.00	18	NOUN	лекции
1.00	53	NOUN	вещи
1.00	10	NOUN	десятилетиями
1.00	5	VERB	гибнут
1.00	2	ADJ	Рискованные
1.00	5	NOUN	самоцель
1.00	2	ADJ	вынужденный
1.00	49	NOUN	скорость
1.00	16	VERB	спрашивают
1.00	7	NOUN	музеи
1.00	145	NOUN	государство
1.00	62	VERB	пишет
1.00	19	NOUN	рекомендации
1.00	1	NOUN	экспонированию
1.00	1	VERB	восстановленных
1.00	3	ADJ	вынужденная
1.00	39	NOUN	практика
1.00	2	NOUN	зарабатывания
1.00	197	NOUN	денег
1.00	7	NOUN	выставках
0.93	14	ADJ	постоянной
0.07	1	NOUN	постоянной
1.00	3	ADJ	бессмысленными
1.00	36	NOUN	вещь
1.00	16	VERB	возвращается
1.00	3	NOUN	мастерскую
1.00	1	ADJ	Бруклинский
1.00	7	NOUN	мост
1.00	1	VERB	докрасил
1.00	1	VERB	начинай
1.00	3	ADJ	Частные
1.00	42	NOUN	фирмы
1.00	30	VERB	появилось
1.00	4	VERB	спасают
1.00	5	NOUN	лицензию
0.98	137	NOUN	право
0.01	1	ADV	право
0.01	2	ADJ	право
1.00	46	ADV	зачастую
1.00	1	ADJ	бесконтрольны
1.00	1	VERB	реставрированные
1.00	41	NOUN	выход
1.00	16	NOUN	введение
1.00	1	ADJ	действенной
1.00	85	ADJ	государственной
1.00	147	NOUN	программы
1.00	52	NOUN	поддержки
1.00	136	NOUN	вопросы
1.00	28	VERB	связанные
1.00	1	NOUN	предметами
1.00	6	VERB	решались
1.00	17	ADJ	государственном
1.00	13	ADJ	конкретный
1.00	1	PROPN	Консерватор
1.00	5	VERB	отвечающий
1.00	26	NOUN	обществом
1.00	43	NOUN	властью
1.00	2	NOUN	сохранность
1.00	2	VERB	Вышли
1.00	7	NOUN	дневники
1.00	5	NOUN	композитора
1.00	37	PROPN	Сергея
1.00	7	PROPN	Прокофьева
1.00	7	PROPN	Пушкин
1.00	21	ADV	искренне
1.00	3	VERB	радовался
1.00	13	PROPN	Томас
1.00	1	PROPN	Мур
1.00	5	VERB	сжег
1.00	1	NOUN	мемуары
1.00	1	PROPN	Байрона
1.00	2	VERB	достанутся
1.00	2	ADJ	жадной
1.00	1	NOUN	скабрезностей
1.00	6	NOUN	толпе
1.00	1	PROPN	Петру
1.00	1	PROPN	Вяземскому
1.00	4	NOUN	открытии
1.00	16	DET	всякой
1.00	1	NOUN	мерзости
1.00	1	NOUN	восхищении
1.00	2	ADJ	мерзок
1.00	1	VERB	Врете
1.00	1	NOUN	подлецы
1.00	22	ADV	по-видимому
1.00	1	ADV	нимало
1.00	1	VERB	беспокоило
1.00	22	NOUN	предметом
1.00	1	ADJ	глумливого
1.00	5	NOUN	любопытства
0.94	114	SCONJ	Хотя
0.06	7	PART	Хотя
1.00	6	NOUN	увлечения
1.00	8	ADJ	резкие
1.00	3	NOUN	суждения
1.00	2	NOUN	коллегах
1.00	7	NOUN	муки
1.00	1	NOUN	тщеславия
1.00	9	ADV	добросовестно
1.00	1	VERB	запечатлено
1.00	6	NOUN	автором
1.00	9	NOUN	страницах
1.00	2	NOUN	тетради
1.00	3	NOUN	композитор
1.00	2	VERB	хранил
1.00	57	NOUN	рук
0.69	9	ADV	вон
0.31	4	PART	вон
0.69	64	ADV	плохо
0.31	29	ADJ	плохо
1.00	16	NOUN	записи
1.00	8	NUM	1920
1.00	2	VERB	читаем
1.00	1	VERB	Получил
1.00	3	PROPN	Миллер
1.00	2	PROPN	Петрограда
1.00	22	VERB	подтверждает
1.00	12	NOUN	квартира
1.00	1	VERB	разграблена
1.00	48	VERB	погибли
1.00	35	NOUN	исключением
1.00	2	NOUN	отъездом
1.00	11	VERB	отдал
1.00	1	PROPN	Асафьеву
1.00	19	PART	Неужели
1.00	1	NOUN	Дневники
1.00	2	NOUN	Письма
0.80	28	PRON	Ничего
0.11	4	ADV	Ничего
0.09	3	PART	Ничего
1.00	1	ADV	умно
1.00	207	NOUN	деле
1.00	1	NOUN	дневников
1.00	7	PROPN	Прокофьев
1.00	6	VERB	проявляет
1.00	1	ADJ	вопиющую
1.00	1	NOUN	небрежность
1.00	46	VERB	ведет
1.00	1	ADV	педантично
1.00	1	VERB	восполняя
1.00	3	NOUN	пробелы
1.00	2	VERB	догоняет
1.00	8	NOUN	дневник
1.00	1	ADJ	Особым
1.00	1	NOUN	прилежанием
1.00	8	VERB	отмечены
1.00	1	ADJ	консерваторские
1.00	68	ADV	Несмотря
1.00	2	ADJ	свойственную
1.00	8	NOUN	возрасту
1.00	1	NOUN	впечатлительность
1.00	2	VERB	злоупотребляет
1.00	1	NOUN	инициалами
1.00	1	VERB	нагнетает
1.00	2	NOUN	таинственности
1.00	4	NOUN	дамы
1.00	28	NOUN	сердца
1.00	9	VERB	названы
1.00	2	ADV	поименно
1.00	2	ADJ	юный
1.00	2	NOUN	футурист
1.00	7	ADJ	подробное
1.00	13	NOUN	описание
1.00	5	NOUN	внешности
1.00	25	NOUN	характера
1.00	6	NOUN	манер
1.00	3	NOUN	привычек
1.00	3	NOUN	реестр
1.00	4	VERB	составлен
1.00	1	ADJ	классным
1.00	1	NOUN	наставником
1.00	1	VERB	радеющим
1.00	2	VERB	подрастающем
1.00	6	NOUN	поколении
1.00	1	ADJ	влюбленным
1.00	11	NOUN	юношей
1.00	1	ADJ	прокофьевские
1.00	1	ADJ	музыкальны
1.00	1	PROPN	Эше
1.00	1	ADJ	скромней
1.00	1	ADJ	оригинальную
0.93	41	ADV	случайно
0.07	3	ADJ	случайно
1.00	1	VERB	натолкнулся
1.00	1	X	e-c-h-e
1.00	1	PROPN	Eche
1.00	39	VERB	е.
1.00	38	VERB	составляют
1.00	42	NOUN	название
1.00	2	NOUN	нот
1.00	1	VERB	попробовав
1.00	4	NOUN	рояле
1.00	1	VERB	повертев
1.00	2	ADV	сяк
1.00	86	VERB	получил
1.00	1	ADJ	недурную
1.00	50	NOUN	тему
1.00	1	VERB	поместил
1.00	1	ADJ	побочной
1.00	10	NOUN	партией
1.00	1	ADJ	фортепианную
1.00	2	NOUN	сонату
1.00	1	ADJ	Экономный
1.00	1	ADJ	прокофьевский
1.00	72	NOUN	язык
1.00	1	NOUN	партитур
1.00	1	NOUN	записках
1.00	1	NOUN	рационалист
1.00	6	NOUN	музыке
1.00	2	NOUN	Рациональность
1.00	2	VERB	проявлялась
1.00	1	NOUN	отвращении
1.00	3	ADJ	яркой
1.00	1	ADJ	пышной
1.00	1	NOUN	инструментовке
1.00	1	NOUN	Читателя
1.00	1	VERB	привыкшего
1.00	3	ADJ	благонамеренной
1.00	1	NOUN	мемуаристике
0.67	4	NOUN	должное
0.33	2	ADJ	должное
1.00	8	NOUN	родителям
1.00	6	NOUN	учителям
1.00	1	VERB	удивят
1.00	9	VERB	находит
1.00	5	ADJ	достойных
1.00	27	NOUN	учителей
1.00	10	NOUN	стенах
1.00	3	NOUN	консерватории
1.00	2	NOUN	анналах
1.00	9	NOUN	музыки
1.00	1	ADJ	Скупые
1.00	1	NOUN	похвалы
1.00	10	VERB	звучат
1.00	25	NOUN	адрес
1.00	2	PROPN	Вагнера
1.00	1	PROPN	Стравинского
1.00	1	PROPN	Римского-Корсакова
1.00	6	VERB	бросается
1.00	1	NOUN	Слушанье
1.00	2	VERB	соединено
1.00	1	NOUN	понятием
1.00	8	ADJ	зеленой
1.00	1	NOUN	скуке
1.00	1	VERB	Выкинуть
1.00	13	NOUN	половину
1.00	5	ADV	безжалостно
1.00	1	VERB	урезать
1.00	1	NOUN	оперу
1.00	2	VERB	получился
1.00	36	ADJ	настоящий
1.00	2	VERB	достается
1.00	1	PROPN	Рихарду
1.00	1	PROPN	Штраусу
0.50	12	VERB	вынужден
0.50	12	ADJ	вынужден
1.00	2	VERB	рвать
1.00	2	NOUN	романтиками
1.00	1	PROPN	Маяковский
1.00	14	ADV	зря
1.00	14	ADJ	собственным
1.00	261	NOUN	словам
1.00	1	NOUN	ниспровергатель
1.00	1	ADJ	музыкальных
1.00	11	NOUN	основ
1.00	4	NOUN	классик
1.00	12	PROPN	Петр
1.00	3	PROPN	Ильич
1.00	1	PROPN	Чайковский
1.00	1	VERB	мучился
1.00	31	NOUN	страха
1.00	1	NOUN	качки
1.00	11	ADP	посреди
1.00	1	ADJ	Атлантического
1.00	22	NOUN	океана
1.00	11	PROPN	Америку
1.00	3	ADJ	музыкальная
1.00	8	NOUN	карьера
1.00	5	VERB	складывалась
1.00	2	ADJ	Злосчастный
1.00	1	ADJ	Пятый
1.00	6	NOUN	концерт
1.00	3	ADV	единожды
1.00	1	VERB	проваливался
1.00	3	ADJ	Вторую
1.00	1	NOUN	симфонию
1.00	9	NOUN	критика
1.00	1	VERB	ругала
1.00	3	NOUN	хором
1.00	1	ADJ	флейтовую
1.00	1	VERB	переделать
1.00	1	ADJ	скрипичную
1.00	1	NOUN	флейтисты
1.00	5	VERB	спешили
1.00	7	VERB	исполнять
1.00	2	ADJ	прокофьевских
1.00	1	NOUN	Сарказмов
1.00	1	NOUN	доброжелатели
1.00	4	VERB	посоветовали
1.00	1	VERB	сочинить
1.00	2	NOUN	оскорблений
1.00	20	NOUN	действием
1.00	1	NOUN	ярлык
1.00	4	ADJ	трагического
1.00	5	NOUN	гения
1.00	4	NOUN	автору
1.00	1	VERB	пристает
1.00	3	NOUN	записях
1.00	3	NOUN	намека
1.00	7	NOUN	кризисы
0.94	17	ADV	Вероятно
0.06	1	ADJ	Вероятно
1.00	13	NOUN	критике
1.00	1	ADJ	нечувствителен
1.00	1	ADJ	нескромным
1.00	4	NOUN	взглядам
1.00	5	ADV	Немало
1.00	6	NOUN	записей
1.00	5	VERB	посвящено
1.00	7	NOUN	участию
1.00	1	ADJ	дягилевской
1.00	1	NOUN	антрепризе
1.00	2	NOUN	крайность
1.00	1	PROPN	Прокофьеву
1.00	9	ADJ	рады
1.00	1	PROPN	Дягилев
1.00	1	ADJ	помешанный
1.00	1	NOUN	балете
1.00	22	VERB	стремится
1.00	1	VERB	подсластить
1.00	5	DET	каким-нибудь
1.00	1	ADJ	сценическим
1.00	2	NOUN	действом
1.00	1	ADJ	эмигрантский
1.00	128	NOUN	период
1.00	62	VERB	выглядит
1.00	1	ADV	скучнее
1.00	29	ADV	Видимо
1.00	1	VERB	задавался
1.00	2	DET	Какого
1.00	14	NOUN	черта
0.91	10	ADJ	интереснее
0.09	1	ADV	интереснее
1.00	25	ADV	неожиданно
1.00	37	VERB	вернулся
1.00	133	PROPN	Россию
1.00	1	PROPN	Мариинку
1.00	1	VERB	перекрасили
1.00	6	ADJ	красный
1.00	3	VERB	Искать
1.00	21	NOUN	признаки
1.00	9	ADJ	абсолютной
1.00	2	NOUN	гениальности
